,0.0,0.1,0.2,0.30000000000000004
0,"[0.6595921368337005, 0.6870578593677945, 0.6957969151334965, 0.694964635907934, 0.6899708769145827, 0.7024552607060074, 0.7120266375172599, 0.699958421169, 0.7074490237176493, 0.7153558187121607, 0.7299209342020728, 0.7045360142818551, 0.7182688255435072, 0.715355812907963, 0.7257595150062952, 0.7253433247184039, 0.7286725039041593, 0.7353308374217983, 0.7353308589270945, 0.7307532295007979, 0.7415730402561906, 0.7440698932619131, 0.7390761624710093, 0.7369954712530795, 0.7449022169119113, 0.7565543273563837, 0.7598835283450867, 0.7598834929990114, 0.7623803678076811, 0.7686225624566667, 0.7711194453763307, 0.7657095434960355, 0.7819392713119326, 0.774448652243644, 0.7765293666783641, 0.7719517314478699, 0.7906783296076695, 0.7802746821283252, 0.8094049325298877, 0.7923429420824801, 0.7948397759641155, 0.7998335705267803, 0.80233043439677, 0.813150254974651, 0.7994174318069525, 0.8114856617727529, 0.8243862139747086, 0.8110695135280881, 0.8202247517683384, 0.8223054942566804, 0.8202247598049197, 0.8426966521326225, 0.8293799676103389, 0.8260507899128393, 0.8497711486286588, 0.8401997707756271, 0.8506034614143896, 0.851019585400485, 0.8555971907170375, 0.8576779198854901, 0.8655847173356236, 0.8739076506778989, 0.8755722150820472, 0.8639200969730573, 0.8593425090690975, 0.8734914819697167, 0.8701622914732172, 0.8755722249789482, 0.8734914780258388, 0.8843113076820802, 0.8801498491963495, 0.8905534587995836, 0.8905535008428099, 0.881814435477858, 0.8942987906947714, 0.8893050440539433, 0.8918019062868516, 0.8984602845265773, 0.89096964655744, 0.8893050682381, 0.9142738273378913, 0.8980441106094998, 0.9009571665532877, 0.9055347755160671, 0.8997086993466304, 0.90886392262991, 0.9209321906950589, 0.9221806110216586, 0.9101123689265733, 0.913441541638416, 0.9200998916012815, 0.9217644586842902, 0.9217644842078772, 0.914273843708705, 0.9305035403456432, 0.9121930844030726, 0.9230129146546162, 0.9255097825428966, 0.9313358356443684, 0.9217644979742433]",,,
1,,"[0.63712023096287, 0.6858093831571895, 0.6945484976345829, 0.7016229475482126, 0.6957969313554847, 0.7082813340477581, 0.7195172458701068, 0.7166042470009288, 0.7261755951632572, 0.7261755979165304, 0.7228464431381701, 0.7207657068260898, 0.7270079068327963, 0.7224303030044994, 0.7311693749177769, 0.7340824185090417, 0.7332501053512468, 0.7344985220316198, 0.7415730429350511, 0.7461506712451559, 0.7386600059665247, 0.7349146904421507, 0.7444860619700953, 0.7357469937774572, 0.749479818284586, 0.7453183898616224, 0.7557220182912924, 0.7503121295076483, 0.7648772726791182, 0.7623803802346171, 0.7565543057022619, 0.7665418357438363, 0.759883487790116, 0.780274665906337, 0.7732001912132482, 0.7744486333427953, 0.7732001789351379, 0.7769455008590117, 0.7973366765196106, 0.7910944820194507, 0.8031627091575652, 0.7910944820938635, 0.7940075256851282, 0.8048272905278295, 0.8156471215235012, 0.8143987149632677, 0.7956720862942241, 0.8073242004593362, 0.8135663989033741, 0.8239700504754218, 0.8260507867875022, 0.8094049270233411, 0.8289638220445344, 0.8277153936813535, 0.8318768220299043, 0.8410320562518641, 0.8360383038812511, 0.8210570548059938, 0.8526841609665518, 0.8377028914277771, 0.8464419565694906, 0.8456096684143933, 0.8580940397044693, 0.8593425118223708, 0.8510195813077814, 0.8593425253654985, 0.853516449493713, 0.8668331500147464, 0.8672492822606614, 0.8568456138713232, 0.8888888902283191, 0.8709945852092739, 0.8651685431953078, 0.869330000416021, 0.8780691036570831, 0.8834789879759599, 0.8951310903838511, 0.8884727608100901, 0.8780691060382924, 0.8872242912966363, 0.8851435842287824, 0.895963386501117, 0.8997087227122466, 0.9009571570284507, 0.8980441336030519, 0.903037885899252, 0.9013733091425806, 0.8959634167127097, 0.9042862970730785, 0.9159384125776208, 0.9022056059295617, 0.9038701620738903, 0.9009571474292007, 0.9126092680682255, 0.9096962220213386, 0.9009571471315496, 0.9188514463463973, 0.914273827412304, 0.908863921216067, 0.9180191470293814]",,
2,,,"[0.6287973558113965, 0.6787348825684498, 0.6912193167373334, 0.702871395258719, 0.7103620201312052, 0.7128589096736074, 0.7161880712979444, 0.7191011367665694, 0.723678721917256, 0.7328339424472623, 0.7174365369419331, 0.7220141597454914, 0.7274240521753623, 0.7295048088765472, 0.7311694062455614, 0.7191011355759648, 0.7311694048317184, 0.7469829546378346, 0.7444860698578509, 0.7320016877035077, 0.7432376129201587, 0.7457344824455204, 0.7399084771170599, 0.7274240526218391, 0.7548897462837705, 0.7565543243054593, 0.7515605434347479, 0.7582189038898168, 0.7573866062098823, 0.754473595062594, 0.7732001529650742, 0.7707033015220204, 0.7777777842516905, 0.7840199623810367, 0.7802746522143836, 0.7861007187101576, 0.7831876905967532, 0.7727840605300017, 0.7877653189812707, 0.7861007135756751, 0.8060757786444808, 0.7956720927681369, 0.7931752169921008, 0.7935913539260216, 0.8052434657843371, 0.816063254885608, 0.8073241936877723, 0.8143986834866574, 0.8148148424467642, 0.8248023214411646, 0.8227216140012468, 0.8077403311425827, 0.8235539213548438, 0.8260507934846533, 0.8281315132770943, 0.8397836301954795, 0.8335414170177093, 0.8431127839320608, 0.8414482166258137, 0.8501873011148526, 0.8597586301530941, 0.8431127933824851, 0.8568456332930614, 0.8460258151708024, 0.8585102140680234, 0.8610070763753446, 0.8535164506843176, 0.8726591897219159, 0.8489388493860557, 0.8705784629346726, 0.8655847158473678, 0.8797336761722255, 0.8718269035759639, 0.8789013989558083, 0.8897211984748697, 0.8888888739319181, 0.8614232453811779, 0.8834790055373783, 0.8938826545049784, 0.8826467118013218, 0.8947149474224944, 0.8984602642118856, 0.8905534916900368, 0.9005410003007277, 0.8959633853105123, 0.8880566112259949, 0.9038701511352101, 0.8972118168734433, 0.8972118570563499, 0.8976279840189568, 0.9042863146344969, 0.9038701756914308, 0.9151061415374651, 0.9047024710645688, 0.9171868505400516, 0.9121930966067701, 0.9184352721316686, 0.9146899784102422, 0.9084478031829948, 0.9151061605871393]",
3,,,,"[0.6179775467674979, 0.6699958484568697, 0.6695796705215016, 0.6795671611987101, 0.6887224155865358, 0.6941322893387964, 0.6824801899074169, 0.6887223926673965, 0.6957969111152058, 0.7016229788759972, 0.7053682769877783, 0.7091135843267453, 0.7074490169460854, 0.7045359749174892, 0.7199334142806378, 0.7062005234717132, 0.7149396715092748, 0.7270079052701276, 0.7136912034096641, 0.7161881177315254, 0.7236787583795231, 0.7178527055012897, 0.7186849871080615, 0.7290886400939522, 0.7278401978899923, 0.7349146510777849, 0.7515605284777771, 0.7490636812762523, 0.7374115785707099, 0.7394923165198718, 0.7424053572090378, 0.7598834601085582, 0.7586350432049469, 0.7727839816524443, 0.7740324793683455, 0.7669579516189375, 0.7702871582630124, 0.7748647433392861, 0.7761131896359494, 0.7744485976990689, 0.7823553884520513, 0.763212646958831, 0.8027465597967084, 0.7902621800235744, 0.7952559064241236, 0.8006658532497439, 0.7994173867872145, 0.7990012482162123, 0.796920549780242, 0.8152309745438536, 0.8214731528220254, 0.8110695160581229, 0.8135663691382581, 0.8098210361268785, 0.8069080425410086, 0.8272992138856656, 0.8293799579366763, 0.8277153825938478, 0.8347898537151227, 0.8364544370201197, 0.839783601695381, 0.830212225032954, 0.8381190209204189, 0.8431127881735898, 0.8485226806034607, 0.8518518588218499, 0.862255514486601, 0.8647523907835266, 0.8476903868674042, 0.8501872598157543, 0.8597586424312044, 0.8535164300719749, 0.8672492779447196, 0.8676654276032275, 0.8730753335762262, 0.867665433109774, 0.8780690563305487, 0.8847274397791697, 0.8818143877792597, 0.8784852536132421, 0.892634192283978, 0.8822305676493603, 0.8834789865621169, 0.8859758749883273, 0.9005409784233674, 0.8984602598959438, 0.8872243146622524, 0.8893050383241584, 0.8893050436074665, 0.8967956858925457, 0.8805659768286715, 0.8947149501013547, 0.9030378819553742, 0.901373272159424, 0.9063670506489262, 0.905118612463257, 0.9113607989268356, 0.9105285170224127, 0.9084477676136812, 0.9080316259173419]"
